Unnamed: 0,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_default_on_file_Y,Approval_Status
24,70550,RENT,8,MEDICAL,D,9000,15.05,1,0.1275691,Y,2,1,Approved
26,51000,MORTGAGE,10,DEBTCONSOLIDATION,D,13000,15.33,1,0.254901961,Y,2,1,Approved
26,33800,RENT,4,PERSONAL,C,13000,13.57,1,0.384615385,Y,2,1,Approved
26,54000,MORTGAGE,10,MEDICAL,A,8500,5.42,1,0.157407407,N,3,0,Approved
22,107000,MORTGAGE,6,HOMEIMPROVEMENT,E,24000,19.69,1,0.224299065,Y,4,1,Approved
24,21600,RENT,,EDUCATION,B,10000,9.91,1,0.462962963,N,3,0,Approved
26,59000,RENT,3,EDUCATION,C,20000,,1,0.338983051,N,2,0,Approved
26,84000,RENT,7,DEBTCONSOLIDATION,D,15000,16,1,0.178571429,Y,2,1,Approved
23,108366,RENT,7,HOMEIMPROVEMENT,F,35000,20.25,1,0.322979532,N,2,0,Approved
26,48000,RENT,1,EDUCATION,E,15000,18.64,1,0.3125,N,3,0,Approved
25,34000,RENT,10,DEBTCONSOLIDATION,B,20000,8.88,1,0.588235294,N,2,0,Approved
25,69000,RENT,3,DEBTCONSOLIDATION,D,10000,14.09,1,0.144927536,Y,2,1,Approved
21,30000,RENT,2,MEDICAL,D,5000,14.96,1,0.166666667,Y,4,1,Approved
22,12000,RENT,0,MEDICAL,A,6700,7.66,1,0.558333333,N,4,0,Approved
26,24500,RENT,4,EDUCATION,B,8875,10,1,0.362244898,N,3,0,Approved
22,89250,MORTGAGE,6,MEDICAL,D,7500,13.24,1,0.084033613,Y,2,1,Approved
21,12000,RENT,0,PERSONAL,C,2200,,1,0.183333333,N,4,0,Approved
21,30000,RENT,1,VENTURE,C,6000,13.16,1,0.2,N,4,0,Approved
22,33300,RENT,0,MEDICAL,B,13250,,1,0.397897898,N,3,0,Approved
23,19200,OWN,,HOMEIMPROVEMENT,A,6000,6.54,1,0.3125,N,4,0,Approved
22,10800,RENT,,MEDICAL,C,3600,12.23,1,0.333333333,Y,3,1,Approved
21,13806,RENT,6,EDUCATION,C,4750,12.73,1,0.34405331,Y,2,1,Approved
26,59000,RENT,3,MEDICAL,D,12000,,1,0.203389831,N,4,0,Approved
21,18000,RENT,0,DEBTCONSOLIDATION,A,3000,7.9,1,0.166666667,N,2,0,Approved
21,18000,RENT,1,VENTURE,A,3200,8.49,1,0.177777778,N,2,0,Approved
26,67983,MORTGAGE,7,MEDICAL,D,15000,16.49,1,0.220643396,N,3,0,Approved
24,45792,RENT,3,PERSONAL,B,17000,10.38,1,0.371243885,N,3,0,Approved
24,56100,RENT,4,MEDICAL,D,20000,14.74,1,0.356506239,Y,4,1,Approved
23,37000,MORTGAGE,3,MEDICAL,D,3600,15.62,1,0.097297297,N,4,0,Approved
25,77000,MORTGAGE,1,DEBTCONSOLIDATION,F,7200,18.53,1,0.093506494,N,2,0,Approved
25,63600,MORTGAGE,9,DEBTCONSOLIDATION,B,7000,11.49,1,0.110062893,N,4,0,Approved
22,19200,MORTGAGE,3,EDUCATION,D,5000,15.33,1,0.260416667,Y,2,1,Approved
25,34000,RENT,0,EDUCATION,C,10000,13.79,1,0.294117647,Y,2,1,Approved
24,30000,RENT,0,PERSONAL,E,10000,19.29,1,0.333333333,N,3,0,Approved
24,46000,RENT,0,PERSONAL,D,5975,14.46,1,0.129891304,Y,4,1,Approved
22,56000,RENT,6,EDUCATION,E,18250,16.7,1,0.325892857,N,3,0,Approved
22,19008,OWN,,VENTURE,A,12000,5.42,1,0.631313131,N,2,0,Approved
25,44000,RENT,2,PERSONAL,D,10000,15.65,1,0.227272727,N,2,0,Approved
24,56000,MORTGAGE,8,DEBTCONSOLIDATION,E,20000,16.7,1,0.357142857,Y,4,1,Approved
22,25200,RENT,7,DEBTCONSOLIDATION,D,7500,14.96,1,0.297619048,N,3,0,Approved
25,100000,RENT,2,HOMEIMPROVEMENT,D,21000,16.49,1,0.21,Y,3,1,Approved
22,35325,RENT,2,EDUCATION,D,6500,15.95,1,0.184005662,N,3,0,Approved
23,33359,RENT,2,MEDICAL,A,9000,,1,0.26979226,N,4,0,Approved
23,18000,RENT,5,DEBTCONSOLIDATION,B,4000,10.99,1,0.222222222,N,3,0,Approved
25,69996,RENT,9,EDUCATION,D,25000,15.21,1,0.357163266,N,4,0,Approved
23,57355,MORTGAGE,5,MEDICAL,C,25000,13.49,1,0.435881789,N,3,0,Approved
21,22200,RENT,2,DEBTCONSOLIDATION,D,2500,16.29,1,0.112612613,Y,2,1,Approved
22,22596,RENT,4,DEBTCONSOLIDATION,B,7500,9.76,1,0.331917153,N,3,0,Approved
22,33300,MORTGAGE,5,DEBTCONSOLIDATION,D,5325,14.59,1,0.15990991,N,4,0,Approved
24,18000,RENT,5,EDUCATION,C,3000,15.27,1,0.166666667,N,2,0,Approved
26,69000,MORTGAGE,10,DEBTCONSOLIDATION,D,6200,15.99,1,0.089855072,Y,3,1,Approved
22,13200,RENT,0,HOMEIMPROVEMENT,B,2500,9.91,1,0.189393939,N,3,0,Approved
25,34000,MORTGAGE,2,MEDICAL,C,15450,11.22,1,0.454411765,Y,4,1,Approved
26,65935,RENT,1,EDUCATION,D,24250,14.96,1,0.367786456,N,4,0,Approved
25,46800,RENT,5,EDUCATION,C,12000,13.11,1,0.256410256,N,4,0,Approved
23,108000,RENT,7,DEBTCONSOLIDATION,B,10000,,1,0.092592593,N,3,0,Approved
25,78000,MORTGAGE,7,DEBTCONSOLIDATION,C,9000,11.78,1,0.115384615,Y,3,1,Approved
22,19680,RENT,2,MEDICAL,D,7750,14.83,1,0.393800813,N,4,0,Approved
23,43200,RENT,2,EDUCATION,D,9100,13.24,1,0.210648148,N,3,0,Approved
26,46000,MORTGAGE,8,DEBTCONSOLIDATION,B,7000,9.99,1,0.152173913,N,4,0,Approved
21,15600,RENT,0,MEDICAL,A,2800,7.4,1,0.179487179,N,4,0,Approved
21,26000,RENT,2,EDUCATION,E,7750,16.7,1,0.298076923,N,3,0,Approved
24,31000,RENT,8,VENTURE,C,13500,13.43,1,0.435483871,Y,4,1,Approved
24,28000,RENT,3,MEDICAL,E,6400,14.75,0,0.228571429,Y,4,1,Approved
21,29004,RENT,5,PERSONAL,C,11000,14.22,1,0.379258033,Y,4,1,Approved
24,26400,RENT,4,EDUCATION,A,8875,6.62,1,0.336174242,N,3,0,Approved
25,62500,RENT,2,DEBTCONSOLIDATION,D,12000,16.77,1,0.192,N,4,0,Approved
23,68000,RENT,1,VENTURE,E,14400,17.99,1,0.211764706,N,2,0,Approved
23,69000,MORTGAGE,0,HOMEIMPROVEMENT,D,15000,14.96,1,0.217391304,N,4,0,Approved
24,93000,MORTGAGE,5,DEBTCONSOLIDATION,D,12000,16.29,1,0.129032258,Y,3,1,Approved
23,72250,RENT,7,MEDICAL,B,30000,10.65,1,0.415224913,N,2,0,Approved
22,32500,RENT,0,VENTURE,B,12000,11.49,1,0.369230769,N,3,0,Approved
22,19200,RENT,0,DEBTCONSOLIDATION,E,3000,,1,0.15625,Y,2,1,Approved
25,66000,RENT,9,EDUCATION,D,25000,15.33,1,0.378787879,N,2,0,Approved
25,25716,RENT,1,MEDICAL,A,9250,6.54,1,0.359698242,N,2,0,Approved
26,54000,RENT,0,MEDICAL,D,13200,14.91,1,0.244444444,Y,2,1,Approved
24,38000,RENT,0,PERSONAL,B,12000,11.89,1,0.315789474,N,3,0,Approved
29,70500,RENT,5,PERSONAL,A,35000,8.9,1,0.496453901,N,6,0,Approved
33,77100,RENT,6,DEBTCONSOLIDATION,A,35000,8.49,1,0.453955901,N,9,0,Approved
29,10000,OWN,0,PERSONAL,B,3250,11.12,1,0.325,N,9,0,Approved
28,80000,RENT,12,EDUCATION,D,35000,15.62,1,0.4375,N,10,0,Approved
29,80000,RENT,2,DEBTCONSOLIDATION,C,35000,12.68,1,0.4375,Y,10,1,Approved
35,648000,MORTGAGE,6,PERSONAL,E,10000,17.19,1,0.015432099,Y,8,1,Approved
29,85000,RENT,1,PERSONAL,B,35000,11.99,1,0.411764706,N,8,0,Approved
31,73000,RENT,8,EDUCATION,E,35000,19.29,1,0.479452055,Y,10,1,Approved
34,89000,RENT,3,HOMEIMPROVEMENT,D,35000,18.25,1,0.393258427,N,8,0,Approved
27,100000,RENT,1,DEBTCONSOLIDATION,C,35000,16.11,1,0.35,N,9,0,Approved
30,10200,OWN,,HOMEIMPROVEMENT,B,5500,10.36,1,0.539215686,N,8,0,Approved
33,468000,MORTGAGE,14,DEBTCONSOLIDATION,D,3750,15.62,1,0.008012821,Y,10,1,Approved
27,10400,OWN,,PERSONAL,C,4750,14.72,1,0.456730769,Y,7,1,Approved
33,138000,RENT,0,PERSONAL,E,35000,18.64,1,0.253623188,Y,7,1,Approved
30,10800,OWN,,EDUCATION,B,2400,9.99,1,0.222222222,N,7,0,Approved
31,150000,RENT,,EDUCATION,D,35000,18.25,1,0.233333333,N,6,0,Approved
34,325550,MORTGAGE,3,MEDICAL,D,35000,16.77,1,0.107510367,Y,6,1,Approved
30,81000,RENT,14,DEBTCONSOLIDATION,B,34000,10.59,1,0.419753086,N,8,0,Approved
28,11029,MORTGAGE,12,MEDICAL,C,2150,10.78,1,0.194940611,Y,7,1,Approved
29,338000,RENT,3,HOMEIMPROVEMENT,F,24000,17.8,1,0.071005917,N,8,0,Approved
34,287300,RENT,1,MEDICAL,C,15000,12.41,1,0.052210233,Y,8,1,Approved
30,340000,MORTGAGE,2,HOMEIMPROVEMENT,F,25000,18.3,0,0.073529412,N,8,0,Approved
34,69996,RENT,13,MEDICAL,B,32000,10.99,1,0.457168981,N,8,0,Approved
28,11340,OWN,,DEBTCONSOLIDATION,A,2325,6.39,1,0.205026455,N,7,0,Approved
28,73000,RENT,0,PERSONAL,B,32000,11.99,1,0.438356164,N,9,0,Approved
29,74000,RENT,2,DEBTCONSOLIDATION,D,30750,,1,0.415540541,N,6,0,Approved
34,61200,RENT,18,MEDICAL,B,30000,11.71,1,0.490196078,N,8,0,Approved
27,75000,RENT,11,PERSONAL,B,30000,10.65,1,0.4,N,5,0,Approved
29,80000,RENT,2,MEDICAL,B,30000,12.42,1,0.375,N,9,0,Approved
34,80000,RENT,0,DEBTCONSOLIDATION,A,30000,6.62,1,0.375,N,5,0,Approved
29,244800,RENT,8,MEDICAL,D,8000,14.09,1,0.032679739,N,5,0,Approved
32,288000,MORTGAGE,8,DEBTCONSOLIDATION,D,25000,14.83,1,0.086805556,Y,10,1,Approved
28,288000,RENT,5,DEBTCONSOLIDATION,E,25000,17.93,1,0.086805556,N,8,0,Approved
30,232050,MORTGAGE,14,MEDICAL,E,25000,17.93,1,0.107735402,Y,9,1,Approved
28,12000,OWN,,EDUCATION,B,3000,9.62,1,0.25,N,5,0,Approved
31,128000,RENT,2,VENTURE,D,30000,16.29,1,0.234375,N,10,0,Approved
27,258000,RENT,11,EDUCATION,E,35000,18.64,1,0.135658915,Y,7,1,Approved
31,73000,RENT,15,HOMEIMPROVEMENT,B,29700,11.11,1,0.406849315,N,7,0,Approved
27,81300,RENT,3,VENTURE,B,29000,12.69,1,0.356703567,N,6,0,Approved
29,89000,RENT,1,EDUCATION,A,28800,7.49,1,0.323595506,N,6,0,Approved
28,12000,OWN,,MEDICAL,B,2000,10.75,1,0.166666667,N,6,0,Approved
27,238000,RENT,11,HOMEIMPROVEMENT,D,12000,17.27,1,0.050420168,N,7,0,Approved
27,65000,RENT,4,EDUCATION,A,28000,7.9,1,0.430769231,N,6,0,Approved
34,12000,OWN,0,HOMEIMPROVEMENT,B,3250,10.99,1,0.270833333,N,5,0,Approved
32,202300,MORTGAGE,9,MEDICAL,D,25000,14.59,1,0.123578843,N,7,0,Approved
29,12000,OWN,0,HOMEIMPROVEMENT,B,4500,11.14,1,0.375,N,6,0,Approved
35,87550,RENT,3,MEDICAL,F,28000,18.62,1,0.319817247,N,10,0,Approved
27,12000,OWN,0,EDUCATION,D,8125,14.42,1,0.677083333,Y,5,1,Approved
29,228000,MORTGAGE,11,DEBTCONSOLIDATION,D,35000,14.91,1,0.153508772,N,8,0,Approved
32,193800,RENT,0,MEDICAL,B,20000,11.83,1,0.103199174,N,6,0,Approved
27,52000,RENT,5,MEDICAL,B,26000,10.99,1,0.5,N,10,0,Approved
27,57000,RENT,,HOMEIMPROVEMENT,D,25475,15.99,1,0.446929825,Y,7,1,Approved
34,40000,RENT,3,MEDICAL,B,25000,10.25,1,0.625,N,8,0,Approved
27,47000,RENT,3,VENTURE,D,25000,15.7,1,0.531914894,Y,10,1,Approved
33,48000,RENT,11,DEBTCONSOLIDATION,B,25000,9.99,1,0.520833333,N,10,0,Approved
27,48000,RENT,2,PERSONAL,C,25000,10.59,1,0.520833333,N,7,0,Approved
28,49861,RENT,2,MEDICAL,C,25000,13.11,1,0.501393875,Y,7,1,Approved
32,53196,RENT,9,VENTURE,B,25000,11.86,1,0.469960147,N,9,0,Approved
30,54000,RENT,13,MEDICAL,B,25000,10.74,1,0.462962963,N,6,0,Approved
29,48000,RENT,9,HOMEIMPROVEMENT,C,25000,13.61,1,0.520833333,Y,8,1,Approved
30,198000,MORTGAGE,5,DEBTCONSOLIDATION,E,15000,,1,0.075757576,Y,9,1,Approved
30,54383,RENT,5,HOMEIMPROVEMENT,D,25000,15.65,1,0.459702481,Y,7,1,Approved
27,49000,RENT,11,DEBTCONSOLIDATION,B,25000,11.36,1,0.510204082,N,5,0,Approved
28,13500,OWN,0,PERSONAL,A,6700,9.63,1,0.496296296,N,5,0,Approved
29,162350,RENT,12,MEDICAL,G,25000,21.64,1,0.153988297,Y,9,1,Approved
30,56952,RENT,3,MEDICAL,B,25000,11.36,1,0.438966147,N,9,0,Approved
31,60000,RENT,4,HOMEIMPROVEMENT,A,25000,8.9,1,0.416666667,N,10,0,Approved
28,60000,RENT,3,MEDICAL,C,25000,13.49,1,0.416666667,N,10,0,Approved
27,60000,RENT,11,VENTURE,B,25000,,1,0.416666667,N,8,0,Approved
28,61000,RENT,9,PERSONAL,B,25000,9.91,1,0.409836066,N,7,0,Approved
35,188000,RENT,4,DEBTCONSOLIDATION,D,5000,16.49,1,0.026595745,N,9,0,Approved
28,63000,RENT,4,MEDICAL,B,25000,11.36,1,0.396825397,N,8,0,Approved
32,63235,RENT,3,HOMEIMPROVEMENT,B,25000,10.25,1,0.395350676,N,8,0,Approved
30,65000,RENT,2,DEBTCONSOLIDATION,B,25000,10.38,1,0.384615385,N,8,0,Approved
30,65000,RENT,15,HOMEIMPROVEMENT,B,25000,,1,0.384615385,N,5,0,Approved
31,65800,RENT,15,DEBTCONSOLIDATION,A,25000,7.51,1,0.37993921,N,9,0,Approved
32,188000,RENT,14,DEBTCONSOLIDATION,B,25000,10.62,1,0.132978723,N,5,0,Approved
29,66000,RENT,4,EDUCATION,B,25000,11.48,1,0.378787879,N,10,0,Approved
29,188000,RENT,0,HOMEIMPROVEMENT,B,25000,12.18,1,0.132978723,N,5,0,Approved
30,69000,RENT,6,EDUCATION,D,25000,14.09,1,0.362318841,Y,5,1,Approved
32,69996,RENT,4,VENTURE,D,25000,15.95,1,0.357163266,Y,10,1,Approved
27,70000,RENT,11,PERSONAL,B,25000,11.71,1,0.357142857,N,7,0,Approved
32,64000,RENT,11,DEBTCONSOLIDATION,D,25000,15.2,1,0.390625,N,5,0,Approved
29,70000,RENT,3,PERSONAL,D,25000,14.83,1,0.357142857,N,6,0,Approved
30,72000,RENT,5,VENTURE,D,25000,16.32,1,0.347222222,Y,5,1,Approved
27,72000,RENT,9,EDUCATION,B,25000,10.75,1,0.347222222,N,8,0,Approved
31,57800,RENT,2,MEDICAL,E,25000,17.19,1,0.432525952,N,8,0,Approved
32,74400,RENT,16,MEDICAL,B,25000,10.38,1,0.336021505,N,8,0,Approved
29,68872,RENT,2,PERSONAL,D,25000,15.95,1,0.362992217,Y,10,1,Approved
30,75000,RENT,9,PERSONAL,D,25000,15.2,1,0.333333333,N,5,0,Approved
34,75000,RENT,9,DEBTCONSOLIDATION,B,25000,10.38,1,0.333333333,N,8,0,Approved
35,14400,OWN,2,DEBTCONSOLIDATION,B,5550,10.37,1,0.385416667,N,8,0,Approved
27,69000,RENT,5,VENTURE,E,25000,13.75,1,0.362318841,Y,6,1,Approved
30,75600,RENT,0,PERSONAL,B,25000,9.99,1,0.330687831,N,8,0,Approved
30,77000,RENT,7,PERSONAL,B,25000,10.75,1,0.324675325,N,8,0,Approved
34,178000,MORTGAGE,4,DEBTCONSOLIDATION,D,12000,15.65,1,0.06741573,Y,5,1,Approved
30,78000,RENT,4,HOMEIMPROVEMENT,D,25000,,1,0.320512821,Y,9,1,Approved
31,78000,RENT,10,MEDICAL,B,25000,10.75,1,0.320512821,N,8,0,Approved
27,72000,RENT,3,DEBTCONSOLIDATION,D,25000,15.95,1,0.347222222,Y,6,1,Approved
29,148410,MORTGAGE,5,MEDICAL,D,11200,16.89,1,0.075466613,Y,9,1,Approved
29,173000,MORTGAGE,7,DEBTCONSOLIDATION,D,28000,17.49,1,0.161849711,Y,10,1,Approved
32,80000,RENT,2,VENTURE,B,25000,,1,0.3125,N,8,0,Approved
35,80000,RENT,19,VENTURE,D,25000,14.09,1,0.3125,Y,10,1,Approved
33,80000,RENT,0,MEDICAL,B,25000,11.86,1,0.3125,N,8,0,Approved
32,80000,RENT,1,MEDICAL,C,25000,12.87,1,0.3125,N,9,0,Approved
30,14400,OWN,0,HOMEIMPROVEMENT,D,9250,14.96,1,0.642361111,N,10,0,Approved
30,14400,OWN,0,MEDICAL,D,5000,14.96,1,0.347222222,N,9,0,Approved
28,15000,OWN,2,PERSONAL,B,4375,12.42,1,0.291666667,N,9,0,Approved
31,168000,RENT,1,VENTURE,E,20000,,1,0.119047619,Y,7,1,Approved
30,168000,MORTGAGE,8,EDUCATION,A,10000,8.94,1,0.05952381,N,5,0,Approved
28,168000,RENT,0,DEBTCONSOLIDATION,F,15000,17.26,1,0.089285714,Y,9,1,Approved
27,168000,MORTGAGE,5,DEBTCONSOLIDATION,F,24000,17.26,1,0.142857143,N,9,0,Approved
29,15000,OWN,5,PERSONAL,A,5000,7.51,1,0.333333333,N,7,0,Approved
28,78000,RENT,0,PERSONAL,D,25000,,1,0.320512821,Y,5,1,Approved
31,15000,MORTGAGE,3,DEBTCONSOLIDATION,D,2000,16.89,1,0.133333333,Y,8,1,Approved
29,163000,RENT,,VENTURE,D,4000,16.29,1,0.024539877,N,6,0,Approved
31,86000,RENT,1,DEBTCONSOLIDATION,D,25000,16,1,0.290697674,Y,5,1,Approved
29,88000,RENT,9,PERSONAL,D,25000,14.46,1,0.284090909,Y,10,1,Approved
28,15000,MORTGAGE,0,HOMEIMPROVEMENT,D,4000,15.37,1,0.266666667,N,10,0,Approved
35,15000,OWN,3,HOMEIMPROVEMENT,A,3700,9.32,1,0.246666667,N,6,0,Approved
30,75480,RENT,1,MEDICAL,C,25000,15.27,1,0.331213567,Y,9,1,Approved
27,96000,RENT,1,VENTURE,D,25000,16.89,1,0.260416667,Y,10,1,Approved
31,159200,MORTGAGE,1,DEBTCONSOLIDATION,D,16000,15.65,1,0.100502513,Y,6,1,Approved
31,15456,MORTGAGE,1,PERSONAL,A,4000,8.9,1,0.258799172,N,5,0,Approved
34,158000,MORTGAGE,2,VENTURE,C,12000,,1,0.075949367,N,8,0,Approved
31,158000,RENT,8,DEBTCONSOLIDATION,D,10200,15.99,1,0.064556962,Y,7,1,Approved
34,15523,OWN,1,VENTURE,A,3800,7.49,1,0.244798042,N,9,0,Approved
32,106000,RENT,14,DEBTCONSOLIDATION,E,25000,16.63,1,0.235849057,Y,7,1,Approved
33,15600,OWN,1,VENTURE,A,5900,,1,0.378205128,N,7,0,Approved
28,108000,RENT,0,EDUCATION,D,25000,14.61,1,0.231481481,Y,6,1,Approved
30,15600,MORTGAGE,,DEBTCONSOLIDATION,A,6250,5.79,1,0.400641026,N,6,0,Approved
29,113000,RENT,1,EDUCATION,D,25000,15.31,1,0.221238938,N,6,0,Approved
30,102213,RENT,3,MEDICAL,D,25000,15.7,1,0.244587283,N,7,0,Approved
27,15600,OWN,0,EDUCATION,A,6400,7.74,1,0.41025641,N,9,0,Approved
35,123000,RENT,2,PERSONAL,E,25000,17.19,1,0.203252033,Y,8,1,Approved
29,16000,OWN,3,VENTURE,A,3000,7.9,1,0.1875,N,8,0,Approved
30,16000,MORTGAGE,2,MEDICAL,A,7275,5.42,1,0.4546875,N,10,0,Approved
31,138000,RENT,0,VENTURE,D,25000,13.24,1,0.18115942,N,7,0,Approved
33,16000,MORTGAGE,0,MEDICAL,A,6000,7.14,1,0.375,N,5,0,Approved
31,139016,RENT,5,VENTURE,D,25000,15.37,1,0.179835415,Y,8,1,Approved
30,148000,RENT,0,EDUCATION,D,25000,15.95,1,0.168918919,N,8,0,Approved
27,16000,OTHER,1,DEBTCONSOLIDATION,D,5750,,1,0.359375,Y,8,1,Approved
28,127500,MORTGAGE,5,MEDICAL,E,20000,17.04,1,0.156862745,Y,8,1,Approved
30,148000,RENT,2,EDUCATION,E,22200,19.42,1,0.15,N,8,0,Approved
29,125800,RENT,11,MEDICAL,D,9000,16.77,1,0.07154213,N,8,0,Approved
28,178000,RENT,5,EDUCATION,D,25000,14.46,1,0.140449438,Y,7,1,Approved
27,223000,RENT,2,EDUCATION,F,25000,18.3,1,0.112107623,N,9,0,Approved
33,248735,RENT,4,DEBTCONSOLIDATION,D,25000,14.11,1,0.100508573,Y,6,1,Approved
33,16620,OWN,,HOMEIMPROVEMENT,A,3000,5.99,1,0.180505415,N,6,0,Approved
28,78000,RENT,12,HOMEIMPROVEMENT,G,24625,18.36,1,0.315705128,N,5,0,Approved
30,32004,RENT,1,PERSONAL,B,24250,11.12,1,0.757717785,N,5,0,Approved
30,36000,RENT,3,DEBTCONSOLIDATION,C,24250,12.61,1,0.673611111,Y,7,1,Approved
27,74000,RENT,7,DEBTCONSOLIDATION,D,24250,15.31,1,0.327702703,Y,8,1,Approved
28,16800,OWN,,MEDICAL,C,5000,13.98,1,0.297619048,N,8,0,Approved
28,16800,OWN,5,EDUCATION,B,5000,9.88,1,0.297619048,N,7,0,Approved
29,108000,RENT,0,PERSONAL,D,24250,16,1,0.224537037,N,9,0,Approved
32,17000,OWN,0,PERSONAL,D,3200,14.84,1,0.188235294,N,7,0,Approved
31,105400,RENT,2,MEDICAL,D,24250,15.31,1,0.230075901,N,5,0,Approved
27,128000,RENT,11,DEBTCONSOLIDATION,D,24250,14.59,1,0.189453125,N,10,0,Approved
27,47000,RENT,0,DEBTCONSOLIDATION,E,24000,17.14,1,0.510638298,N,5,0,Approved
35,49000,RENT,2,DEBTCONSOLIDATION,D,24000,15.2,1,0.489795918,N,10,0,Approved
28,58000,RENT,12,EDUCATION,B,24000,10.75,1,0.413793103,N,10,0,Approved
28,54000,RENT,1,VENTURE,E,24000,16.45,1,0.444444444,Y,8,1,Approved
35,17640,OWN,,MEDICAL,D,4000,16.29,1,0.22675737,N,7,0,Approved
30,65000,RENT,4,HOMEIMPROVEMENT,A,24000,7.9,1,0.369230769,N,5,0,Approved
31,59712,RENT,0,DEBTCONSOLIDATION,E,24000,17.43,1,0.40192926,N,9,0,Approved
28,67000,RENT,5,DEBTCONSOLIDATION,A,24000,7.49,1,0.358208955,N,10,0,Approved
27,18000,OWN,4,EDUCATION,A,5000,7.9,1,0.277777778,N,9,0,Approved
29,72000,RENT,4,EDUCATION,A,24000,7.66,1,0.333333333,N,6,0,Approved
27,72000,RENT,3,VENTURE,D,24000,14.96,1,0.333333333,N,10,0,Approved
28,72000,RENT,0,MEDICAL,C,24000,13.85,1,0.333333333,N,5,0,Approved
30,18000,MORTGAGE,6,MEDICAL,B,2200,,1,0.122222222,N,6,0,Approved
27,75860,RENT,9,MEDICAL,B,24000,10.99,1,0.316372265,N,5,0,Approved
27,78000,RENT,4,PERSONAL,B,24000,10.99,1,0.307692308,N,10,0,Approved
31,95000,RENT,3,HOMEIMPROVEMENT,D,24000,13.67,0,0.252631579,Y,10,1,Approved
30,85000,RENT,1,PERSONAL,E,24000,16.82,1,0.282352941,N,8,0,Approved
32,18000,OWN,0,VENTURE,A,4750,7.88,1,0.263888889,N,6,0,Approved
31,138000,RENT,0,PERSONAL,D,24000,15.65,1,0.173913043,Y,5,1,Approved
28,75000,RENT,5,VENTURE,D,23850,16.29,1,0.318,N,10,0,Approved
29,40000,RENT,2,DEBTCONSOLIDATION,B,23500,11.12,1,0.5875,N,8,0,Approved
34,45600,RENT,,PERSONAL,B,23500,11.36,1,0.515350877,N,9,0,Approved
28,58704,RENT,5,DEBTCONSOLIDATION,C,23500,14.72,1,0.400313437,N,7,0,Approved
28,18000,OWN,2,MEDICAL,C,6350,13.57,1,0.352777778,N,5,0,Approved
28,75000,RENT,3,EDUCATION,B,23000,10.51,1,0.306666667,N,9,0,Approved
30,72000,RENT,2,EDUCATION,B,23000,12.18,1,0.319444444,N,6,0,Approved
27,52000,RENT,0,VENTURE,C,22950,13.49,1,0.441346154,N,9,0,Approved
35,49404,RENT,0,MEDICAL,A,22750,6.54,1,0.460489029,N,9,0,Approved
29,46000,RENT,1,DEBTCONSOLIDATION,D,22750,14.46,1,0.494565217,N,9,0,Approved
34,69600,RENT,10,VENTURE,A,22650,,1,0.325431034,N,6,0,Approved
28,46500,RENT,2,EDUCATION,D,22500,14.96,1,0.483870968,Y,9,1,Approved
34,39000,RENT,0,HOMEIMPROVEMENT,C,22400,,1,0.574358974,Y,9,1,Approved
35,68231,RENT,3,EDUCATION,C,22400,12.99,1,0.328296522,Y,7,1,Approved
32,73000,RENT,0,EDUCATION,B,22400,12.69,1,0.306849315,N,5,0,Approved
29,58500,RENT,1,MEDICAL,D,22000,13.67,1,0.376068376,N,6,0,Approved
31,69000,RENT,1,DEBTCONSOLIDATION,D,22000,13.67,1,0.31884058,Y,7,1,Approved
27,19000,OWN,2,HOMEIMPROVEMENT,D,7800,15.58,1,0.410526316,Y,5,1,Approved
35,60000,RENT,19,VENTURE,D,21725,15.62,1,0.362083333,Y,10,1,Approved
29,19200,OWN,7,VENTURE,A,6000,,1,0.3125,N,5,0,Approved
33,80001,RENT,6,EDUCATION,E,21600,18.64,1,0.269996625,N,10,0,Approved
30,64600,RENT,0,MEDICAL,A,21500,6.91,1,0.332817337,N,10,0,Approved
33,19200,OWN,2,PERSONAL,B,6000,11.99,1,0.3125,N,7,0,Approved
35,40000,RENT,3,VENTURE,F,21000,19.41,1,0.525,Y,10,1,Approved
33,47580,RENT,12,PERSONAL,B,21000,,1,0.441361917,N,8,0,Approved
33,57500,RENT,2,HOMEIMPROVEMENT,D,21000,16.29,1,0.365217391,Y,5,1,Approved
30,19200,MORTGAGE,2,HOMEIMPROVEMENT,C,4750,13.61,1,0.247395833,Y,8,1,Approved
31,66000,RENT,3,PERSONAL,B,21000,10.37,1,0.318181818,N,10,0,Approved
28,68666,RENT,7,DEBTCONSOLIDATION,B,21000,12.69,1,0.305828212,N,8,0,Approved
28,71250,RENT,2,PERSONAL,F,21000,,1,0.294736842,Y,9,1,Approved
31,72000,RENT,6,DEBTCONSOLIDATION,B,21000,11.99,1,0.291666667,N,6,0,Approved
33,83000,RENT,0,DEBTCONSOLIDATION,B,21000,11.71,1,0.253012048,N,7,0,Approved
29,93000,RENT,13,EDUCATION,B,21000,12.42,1,0.225806452,N,10,0,Approved
28,100511,RENT,1,DEBTCONSOLIDATION,D,21000,,1,0.208932356,Y,5,1,Approved
34,138000,RENT,0,HOMEIMPROVEMENT,E,21000,18.79,1,0.152173913,N,10,0,Approved
